code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
02 21 13,02,EXISTING CONDITIONS,3,Site Surveys,,,,,,,,02 21 00,[],02 21 13 — Site Surveys
02 21 13.13,02,EXISTING CONDITIONS,4,Boundary and Survey Markers,,,,,,,,02 21 13,[],02 21 13.13 — Boundary and Survey Markers
02 21 13.23,02,EXISTING CONDITIONS,4,Archaeological and Historic Surveys,,,,,,,,02 21 13,[],02 21 13.23 — Archaeological and Historic Surveys
02 21 16,02,EXISTING CONDITIONS,3,Measured Drawings,,,,,,,,02 21 00,[],02 21 16 — Measured Drawings
02 22 00,02,EXISTING CONDITIONS,2,Existing Conditions Assessment,assessments of existing conditions conducted by the contractor before construction begins as a project activity.,,,"00 31 19 for existing conditions information provided to the bidders, proposers, or contractors before construction begins. 01 71 16 for acceptance of conditions. 13 48 00 for sound, vibration, and seismic control. 44 20 00 for noise pollution control.",,,,02 00 00,"['00 31 19', '01 71 16', '13 48 00', '44 20 00']",02 22 00 — Existing Conditions Assessment Includes: assessments of existing conditions conducted by the contractor before construction begins as a project activity.
02 22 13,02,EXISTING CONDITIONS,3,Movement and Vibration Assessment,,,,,,,,02 22 00,[],02 22 13 — Movement and Vibration Assessment
02 22 16,02,EXISTING CONDITIONS,3,Acoustic Assessment,,,,,,,,02 22 00,[],02 22 16 — Acoustic Assessment
02 22 19,02,EXISTING CONDITIONS,3,Traffic Assessment,,,,,,,,02 22 00,[],02 22 19 — Traffic Assessment
02 22 23,02,EXISTING CONDITIONS,3,Accessibility Assessment,,,,,,,,02 22 00,[],02 22 23 — Accessibility Assessment
02 24 00,02,EXISTING CONDITIONS,2,Environmental Assessment,environmental assessments conducted by the contractor before construction begins as a project activity.,,,"00 31 24 for environmental assessment information provided to the bidders, proposers, or contractors before construction begins. 01 35 43 for environmental procedures. 44 10 00 for air pollution control. 44 40 00 for water pollution control equipment.",,,,02 00 00,"['00 31 24', '01 35 43', '44 10 00', '44 40 00']",02 24 00 — Environmental Assessment Includes: environmental assessments conducted by the contractor before construction begins as a project activity.
02 24 13,02,EXISTING CONDITIONS,3,Natural Environment Assessment,,,,,,,,02 24 00,[],02 24 13 — Natural Environment Assessment
02 24 13.13,02,EXISTING CONDITIONS,4,Air Assessment,,,,,,,,02 24 13,[],02 24 13.13 — Air Assessment
02 24 13.43,02,EXISTING CONDITIONS,4,Water Assessment,,,,,,,,02 24 13,[],02 24 13.43 — Water Assessment
02 24 13.73,02,EXISTING CONDITIONS,4,Land Assessment,,,,,,,,02 24 13,[],02 24 13.73 — Land Assessment
02 24 23,02,EXISTING CONDITIONS,3,Chemical Sampling and Analysis of Soils,,,,,,,,02 24 00,[],02 24 23 — Chemical Sampling and Analysis of Soils
02 24 43,02,EXISTING CONDITIONS,3,Transboundary and Global Environmental Aspects Assessment,,,,,,,,02 24 00,[],02 24 43 — Transboundary and Global Environmental Aspects Assessment
02 25 00,02,EXISTING CONDITIONS,2,Existing Material Assessment,assessments of existing materials conducted by the contractor before construction begins as a project activity.,,,"00 31 25 for existing material information provided to the bidders, proposers, or contractors before construction begins. 03 82 00 for concrete boring. 07 10 00 for dampproofing and waterproofing. 07 30 00 for steep slope roofing. 07 50 00 for membrane roofing.",,,,02 00 00,"['00 31 25', '03 82 00', '07 10 00', '07 30 00', '07 50 00']",02 25 00 — Existing Material Assessment Includes: assessments of existing materials conducted by the contractor before construction begins as a project activity.
02 25 16,02,EXISTING CONDITIONS,3,Existing Concrete Assessment,,,,,,,,02 25 00,[],02 25 16 — Existing Concrete Assessment
02 25 16.13,02,EXISTING CONDITIONS,4,Concrete Assessment Drilling,,,,,,,,02 25 16,[],02 25 16.13 — Concrete Assessment Drilling
02 25 19,02,EXISTING CONDITIONS,3,Existing Masonry Assessment,,,,,,,,02 25 00,[],02 25 19 — Existing Masonry Assessment
02 25 19.13,02,EXISTING CONDITIONS,4,Masonry Assessment Drilling,,,,,,,,02 25 19,[],02 25 19.13 — Masonry Assessment Drilling
02 25 23,02,EXISTING CONDITIONS,3,Existing Metals Assessment,,,,,,,,02 25 00,[],02 25 23 — Existing Metals Assessment
02 25 23.13,02,EXISTING CONDITIONS,4,Welding Investigations,,,,,,,,02 25 23,[],02 25 23.13 — Welding Investigations
02 25 26,02,EXISTING CONDITIONS,3,"Existing Wood, Plastics, and Composites Assessment",,,,,,,,02 25 00,[],"02 25 26 — Existing Wood, Plastics, and Composites Assessment"
02 25 29,02,EXISTING CONDITIONS,3,Existing Thermal and Moisture Protection Assessment,,,,,,,,02 25 00,[],02 25 29 — Existing Thermal and Moisture Protection Assessment
02 25 29.13,02,EXISTING CONDITIONS,4,Waterproofing Investigations,,,,,,,,02 25 29,[],02 25 29.13 — Waterproofing Investigations
02 25 29.23,02,EXISTING CONDITIONS,4,Roofing Investigations,,,,,,,,02 25 29,[],02 25 29.23 — Roofing Investigations
02 26 00,02,EXISTING CONDITIONS,2,Hazardous Material Assessment,assessments of existing hazardous materials conducted by the contractor before construction begins as a project activity.,,PCB: polychlorinated biphenyl.,"00 31 26 for existing hazardous materials information provided to the bidders, proposers, or contractors before construction begins. 01 35 43 for environmental procedures for hazardous materials. 02 80 00 for hazardous material remediation. 02 82 00 for asbestos remediation. 02 83 00 for lead remediation. 02 84 00 for PCB remediation. 02 86 00 for hazardous waste drum handling. 02 87 13 for mold remediation.",,,,02 00 00,"['00 31 26', '01 35 43', '02 80 00', '02 82 00', '02 83 00', '02 84 00', '02 86 00', '02 87 13']",02 26 00 — Hazardous Material Assessment Includes: assessments of existing hazardous materials conducted by the contractor before construction begins as a project activity. Also known as: PCB: polychlorinated biphenyl.
02 26 23,02,EXISTING CONDITIONS,3,Asbestos Assessment,,,,,,,,02 26 00,[],02 26 23 — Asbestos Assessment
02 26 26,02,EXISTING CONDITIONS,3,Lead Assessment,,,,,,,,02 26 00,[],02 26 26 — Lead Assessment
02 26 29,02,EXISTING CONDITIONS,3,Polychlorinated Biphenyl Assessment,,,,,,,,02 26 00,[],02 26 29 — Polychlorinated Biphenyl Assessment
02 26 33,02,EXISTING CONDITIONS,3,Biological Assessment,,,,,,,,02 26 00,[],02 26 33 — Biological Assessment
02 26 33.13,02,EXISTING CONDITIONS,4,Mold Assessment,,,,,,,,02 26 33,[],02 26 33.13 — Mold Assessment
02 26 36,02,EXISTING CONDITIONS,3,Hazardous Waste Drum Assessment,,,,,,,,02 26 00,[],02 26 36 — Hazardous Waste Drum Assessment
02 30 00,02,EXISTING CONDITIONS,2,Subsurface Investigation,subsurface investigations and monitoring conducted by the contractor before construction begins as a project activity.,,,00 31 00 for available project information.,26 41 00 for facility lightning protection.,other building elements may be used in lightning protection systems in lieu of air terminals.,,02 00 00,"['00 31 00', '26 41 00']",02 30 00 — Subsurface Investigation Includes: subsurface investigations and monitoring conducted by the contractor before construction begins as a project activity. Note: other building elements may be used in lightning protection systems in lieu of air terminals.
02 31 00,02,EXISTING CONDITIONS,2,Geophysical Investigations,geophysical investigations and monitoring conducted by the contractor before construction begins as a project activity.,,,"00 31 31 for geophysical data provided to the bidders, proposers, or contractors before construction begins. 13 48 00 for seismic control. 13 52 00 for seismic instrumentation. 26 35 23 for electromagnetic-interference filters. 40 91 16 for electromagnetic process measurement devices. 40 91 16 for magnetic field process measurement devices.",,,,02 00 00,"['00 31 31', '13 48 00', '13 52 00', '26 35 23', '40 91 16']",02 31 00 — Geophysical Investigations Includes: geophysical investigations and monitoring conducted by the contractor before construction begins as a project activity.
02 31 13,02,EXISTING CONDITIONS,3,Seismic Investigations,,,,,,,,02 31 00,[],02 31 13 — Seismic Investigations
02 31 16,02,EXISTING CONDITIONS,3,Gravity Investigations,,,,,,,,02 31 00,[],02 31 16 — Gravity Investigations
02 31 19,02,EXISTING CONDITIONS,3,Magnetic Investigations,,,,,,,,02 31 00,[],02 31 19 — Magnetic Investigations
02 31 23,02,EXISTING CONDITIONS,3,Electromagnetic Investigations,,,,,,,,02 31 00,[],02 31 23 — Electromagnetic Investigations
02 31 26,02,EXISTING CONDITIONS,3,Electrical Resistivity Investigations,,,,,,,,02 31 00,[],02 31 26 — Electrical Resistivity Investigations
02 31 29,02,EXISTING CONDITIONS,3,Magnetotelluric Investigations,,,,,,,,02 31 00,[],02 31 29 — Magnetotelluric Investigations
02 32 00,02,EXISTING CONDITIONS,2,Geotechnical Investigations,geotechnical investigations and monitoring conducted by the contractor before construction begins as a project activity.,,,"00 31 32 for geotechnical data provided to the bidders, proposers, or contractors before construction begins. 02 71 00 for groundwater treatment. 31 09 13 for groundwater monitoring during construction. 33 11 53 for monitoring wells. 41 66 13 for mobile boring and drilling rigs.",,,,02 00 00,"['00 31 32', '02 71 00', '31 09 13', '33 11 53', '41 66 13']",02 32 00 — Geotechnical Investigations Includes: geotechnical investigations and monitoring conducted by the contractor before construction begins as a project activity.
02 32 13,02,EXISTING CONDITIONS,3,Subsurface Drilling and Sampling,,,,,,,,02 32 00,[],02 32 13 — Subsurface Drilling and Sampling
02 32 16,02,EXISTING CONDITIONS,3,Material Testing,,,,,,,,02 32 00,[],02 32 16 — Material Testing
02 32 19,02,EXISTING CONDITIONS,3,Exploratory Excavations,,,,,,,,02 32 00,[],02 32 19 — Exploratory Excavations
02 32 23,02,EXISTING CONDITIONS,3,Geotechnical Monitoring Before Construction,,,,,,,,02 32 00,[],02 32 23 — Geotechnical Monitoring Before Construction
02 32 23.13,02,EXISTING CONDITIONS,4,Groundwater Monitoring Before Construction,,,,,,,,02 32 23,[],02 32 23.13 — Groundwater Monitoring Before Construction
02 40 00,02,EXISTING CONDITIONS,2,Demolition and Structure Moving,removal and disposal of structures. Moving or raising structures.,,,,33 05 61 for concrete manholes. 33 05 63 for concrete vaults and chambers. 33 05 66 for concrete distribution chambers. 33 05 69 for concrete trenchways. 33 05 71 for cleanouts. 33 05 73 for polyethylene manholes. 33 05 76 for fiberglass manholes.,,,02 00 00,"['33 05 61', '33 05 63', '33 05 66', '33 05 69', '33 05 71', '33 05 73', '33 05 76']",02 40 00 — Demolition and Structure Moving Includes: removal and disposal of structures. Moving or raising structures.
02 41 00,02,EXISTING CONDITIONS,2,Demolition,"partial or complete removal and disposal of structures, at grade, above grade, and below grade. Hydrodemolition and implosion.",capping and removal of existing utilities.,,01 35 91 for historic treatment procedures. 01 73 29 for cutting and patching. 02 42 00 for removal and diversion of construction materials. 02 43 00 for structure moving. 02 60 00 for contaminated site material removal. 31 10 00 for site clearing. 31 23 16 for excavation.,,,,02 00 00,"['01 35 91', '01 73 29', '02 42 00', '02 43 00', '02 60 00', '31 10 00', '31 23 16']","02 41 00 — Demolition Includes: partial or complete removal and disposal of structures, at grade, above grade, and below grade. Hydrodemolition and implosion. May include: capping and removal of existing utilities."
02 41 13,02,EXISTING CONDITIONS,3,Selective Site Demolition,,,,,,,,02 41 00,[],02 41 13 — Selective Site Demolition
02 41 13.13,02,EXISTING CONDITIONS,4,Paving Removal,,,,,,,,02 41 13,[],02 41 13.13 — Paving Removal
02 41 13.23,02,EXISTING CONDITIONS,4,Utility Line Removal,,,,,,,,02 41 13,[],02 41 13.23 — Utility Line Removal
02 41 13.33,02,EXISTING CONDITIONS,4,Railtrack Removal,,,,,,,,02 41 13,[],02 41 13.33 — Railtrack Removal
02 41 16,02,EXISTING CONDITIONS,3,Structure Demolition,,,,,,,,02 41 00,[],02 41 16 — Structure Demolition
02 41 16.13,02,EXISTING CONDITIONS,4,Building Demolition,,,,,,,,02 41 16,[],02 41 16.13 — Building Demolition
02 41 16.23,02,EXISTING CONDITIONS,4,Tower Demolition,,,,,,,,02 41 16,[],02 41 16.23 — Tower Demolition
02 41 16.33,02,EXISTING CONDITIONS,4,Bridge Demolition,,,,,,,,02 41 16,[],02 41 16.33 — Bridge Demolition
02 41 16.43,02,EXISTING CONDITIONS,4,Dam Demolition,,,,,,,,02 41 16,[],02 41 16.43 — Dam Demolition
02 41 19,02,EXISTING CONDITIONS,3,Selective Demolition,,,,,,,,02 41 00,[],02 41 19 — Selective Demolition
02 41 19.13,02,EXISTING CONDITIONS,4,Selective Building Demolition,,,,,,,,02 41 19,[],02 41 19.13 — Selective Building Demolition
02 41 19.16,02,EXISTING CONDITIONS,4,Selective Interior Demolition,,,,,,,,02 41 19,[],02 41 19.16 — Selective Interior Demolition
02 41 19.19,02,EXISTING CONDITIONS,4,Selective Facility Services Demolition,,,,,,,,02 41 19,[],02 41 19.19 — Selective Facility Services Demolition
02 41 19.33,02,EXISTING CONDITIONS,4,Selective Bridge Demolition,,,,,,,,02 41 19,[],02 41 19.33 — Selective Bridge Demolition
02 42 00,02,EXISTING CONDITIONS,2,Removal and Diversion of Construction Materials,"salvage (removal, repair, storage) of existing materials and equipment, and its disposal by removal from site. Storage, reinstallation, or delivery to owner. Cleaning and other preparatory work on salvaged materials.",,,01 35 91 for historic treatment procedures. 01 73 26 for existing products. 02 41 00 for demolition and removal. 02 43 00 for structure moving.,,,,02 00 00,"['01 35 91', '01 73 26', '02 41 00', '02 43 00']","02 42 00 — Removal and Diversion of Construction Materials Includes: salvage (removal, repair, storage) of existing materials and equipment, and its disposal by removal from site. Storage, reinstallation, or delivery to owner. Cleaning and other preparatory work on salvaged materials."
02 42 13,02,EXISTING CONDITIONS,3,Deconstruction of Structures,,,,,,,,02 42 00,[],02 42 13 — Deconstruction of Structures
02 42 13.13,02,EXISTING CONDITIONS,4,Deconstruction of Buildings,,,,,,,,02 42 13,[],02 42 13.13 — Deconstruction of Buildings
02 42 19,02,EXISTING CONDITIONS,3,Recycling of Construction Materials,items taken from project location to a recycling facility.,,,,,,,02 42 00,[],02 42 19 — Recycling of Construction Materials Includes: items taken from project location to a recycling facility.
02 42 19.13,02,EXISTING CONDITIONS,4,Paper Recycling,"corrugated cardboard recycling, aluminum and plastic beverage container recycling.",,,,,,,02 42 19,[],"02 42 19.13 — Paper Recycling Includes: corrugated cardboard recycling, aluminum and plastic beverage container recycling."
02 42 19.15,02,EXISTING CONDITIONS,4,Concrete Recycling,,,,,,,,02 42 19,[],02 42 19.15 — Concrete Recycling
02 42 19.17,02,EXISTING CONDITIONS,4,Masonry Recycling,"brick, stone, pavers, clay materials.",,,,,,,02 42 19,[],"02 42 19.17 — Masonry Recycling Includes: brick, stone, pavers, clay materials."
02 42 19.19,02,EXISTING CONDITIONS,4,Metal Recycling,"(nonferrous metals): copper, aluminum, zinc, a/c radiators, electric motors, (ferrous metals): iron, steel, rail, OTM: other track material, rebar, chillers.",,,,,,,02 42 19,[],"02 42 19.19 — Metal Recycling Includes: (nonferrous metals): copper, aluminum, zinc, a/c radiators, electric motors, (ferrous metals): iron, steel, rail, OTM: other track material, rebar, chillers."
02 42 19.23,02,EXISTING CONDITIONS,4,Wood Recycling,"cabinetry, fixtures, doors, lumber, millwork, pallets, crates.",,,,,,,02 42 19,[],"02 42 19.23 — Wood Recycling Includes: cabinetry, fixtures, doors, lumber, millwork, pallets, crates."
02 42 19.25,02,EXISTING CONDITIONS,4,Plastic Recycling,"PET: polyethylene terephthalate, LDPE: low density polyethylene, HDPE: high density polyethylene, PP: polypropylene, PVC: polyvinyl chloride.",,,,,,,02 42 19,[],"02 42 19.25 — Plastic Recycling Includes: PET: polyethylene terephthalate, LDPE: low density polyethylene, HDPE: high density polyethylene, PP: polypropylene, PVC: polyvinyl chloride."
02 42 19.29,02,EXISTING CONDITIONS,4,Solid Surface Recycling,granite.,,,,,,,02 42 19,[],02 42 19.29 — Solid Surface Recycling Includes: granite.
02 42 19.31,02,EXISTING CONDITIONS,4,Insulation Recycling,batt.,,,,,,,02 42 19,[],02 42 19.31 — Insulation Recycling Includes: batt.
02 42 19.35,02,EXISTING CONDITIONS,4,Roofing Recycling,shingles.,,,,,,,02 42 19,[],02 42 19.35 — Roofing Recycling Includes: shingles.
02 42 19.39,02,EXISTING CONDITIONS,4,Window Recycling,,,,,,,,02 42 19,[],02 42 19.39 — Window Recycling
02 42 19.41,02,EXISTING CONDITIONS,4,Glass Recycling,,,,,,,,02 42 19,[],02 42 19.41 — Glass Recycling
02 42 19.43,02,EXISTING CONDITIONS,4,Gypsum Board Recycling,"acoustical, plaster.",,,,,,,02 42 19,[],"02 42 19.43 — Gypsum Board Recycling Includes: acoustical, plaster."
02 42 19.45,02,EXISTING CONDITIONS,4,Ceiling Tile Recycling,,,,,,,,02 42 19,[],02 42 19.45 — Ceiling Tile Recycling
02 42 19.47,02,EXISTING CONDITIONS,4,Flooring Recycling,"carpet, underlayment, non-PVC backed tile-carpet, PVC backed tile-carpet, granite tile, vinyl composite tile, ceramic tile, porcelain tile.",,,,,,,02 42 19,[],"02 42 19.47 — Flooring Recycling Includes: carpet, underlayment, non-PVC backed tile-carpet, PVC backed tile-carpet, granite tile, vinyl composite tile, ceramic tile, porcelain tile."
02 42 19.49,02,EXISTING CONDITIONS,4,Paint and Coatings Recycling and Management,"interior/exterior architectural paints, deck coatings, floor paints, elastomeric, primers, sealers, under-coaters, stains, shellacs, lacquers, varnishes, urethanes, waterproofing concrete, roof, wood sealers and repellents. Supplies, thinners, spirits, solvents, additives, tints, field and lawn paints.",,,,,,,02 42 19,[],"02 42 19.49 — Paint and Coatings Recycling and Management Includes: interior/exterior architectural paints, deck coatings, floor paints, elastomeric, primers, sealers, under-coaters, stains, shellacs, lacquers, varnishes, urethanes, waterproofing concrete, roof, wood sealers and repellents. Supplies, thinners, spirits, solvents, additives, tints, field and lawn paints."
02 42 19.51,02,EXISTING CONDITIONS,4,Paint Remanufacturing,,,,,,,,02 42 19,[],02 42 19.51 — Paint Remanufacturing
02 42 19.53,02,EXISTING CONDITIONS,4,Electronics Recycling,"computers and accessories, data center, office equipment, copiers, audiovisual equipment, entertainment equipment, telecommunications equipment, lab and medical equipment, batteries, UPS: uninterruptible power supplies.",,,,,,,02 42 19,[],"02 42 19.53 — Electronics Recycling Includes: computers and accessories, data center, office equipment, copiers, audiovisual equipment, entertainment equipment, telecommunications equipment, lab and medical equipment, batteries, UPS: uninterruptible power supplies."
02 42 19.55,02,EXISTING CONDITIONS,4,Appliance Recycling,,,,,,,,02 42 19,[],02 42 19.55 — Appliance Recycling
02 42 19.57,02,EXISTING CONDITIONS,4,Mattress Recycling,,,,,,,,02 42 19,[],02 42 19.57 — Mattress Recycling
02 42 19.81,02,EXISTING CONDITIONS,4,Plumbing Fixture Recycling,"sinks, toilets, tubs.",,,,,,,02 42 19,[],"02 42 19.81 — Plumbing Fixture Recycling Includes: sinks, toilets, tubs."
02 42 19.83,02,EXISTING CONDITIONS,4,HVAC Recycling,"chillers, A/C units, coils.",,,,,,,02 42 19,[],"02 42 19.83 — HVAC Recycling Includes: chillers, A/C units, coils."
02 42 19.89,02,EXISTING CONDITIONS,4,Electrical Recycling,"equipment, wire transformers, boxes, panels, lighting, components, ballasts, bulbs.",,,,,,,02 42 19,[],"02 42 19.89 — Electrical Recycling Includes: equipment, wire transformers, boxes, panels, lighting, components, ballasts, bulbs."
02 42 19.91,02,EXISTING CONDITIONS,4,Yard Waste Recycling,"mulch, bark, compost, stone, tree branches, land clearing debris, stumps, logs.",,,,,,,02 42 19,[],"02 42 19.91 — Yard Waste Recycling Includes: mulch, bark, compost, stone, tree branches, land clearing debris, stumps, logs."
02 42 19.95,02,EXISTING CONDITIONS,4,"Tire, Rubber Recycling",,,,,,,,02 42 19,[],"02 42 19.95 — Tire, Rubber Recycling"
02 42 21,02,EXISTING CONDITIONS,3,Salvage of Construction Materials,items taken from project location for reuse.,,,,,,,02 42 00,[],02 42 21 — Salvage of Construction Materials Includes: items taken from project location for reuse.
02 42 21.11,02,EXISTING CONDITIONS,4,Deconstruction Contracting,,,,,,,,02 42 21,[],02 42 21.11 — Deconstruction Contracting
02 42 21.15,02,EXISTING CONDITIONS,4,Concrete Salvage,,,,,,,,02 42 21,[],02 42 21.15 — Concrete Salvage
02 42 21.17,02,EXISTING CONDITIONS,4,Masonry Salvage,"brick, stone, pavers.",,,,,,,02 42 21,[],"02 42 21.17 — Masonry Salvage Includes: brick, stone, pavers."
02 42 21.19,02,EXISTING CONDITIONS,4,Metal Salvage,,,,,,,,02 42 21,[],02 42 21.19 — Metal Salvage
02 42 21.23,02,EXISTING CONDITIONS,4,Wood Salvage,"cabinetry, fixtures, doors, lumber, millwork, pallets, crates.",,,,,,,02 42 21,[],"02 42 21.23 — Wood Salvage Includes: cabinetry, fixtures, doors, lumber, millwork, pallets, crates."
02 42 21.29,02,EXISTING CONDITIONS,4,Solid Surface Salvage,granite.,,,,,,,02 42 21,[],02 42 21.29 — Solid Surface Salvage Includes: granite.
02 42 21.35,02,EXISTING CONDITIONS,4,Roofing Salvage,"supplies, shingles.",,,,,,,02 42 21,[],"02 42 21.35 — Roofing Salvage Includes: supplies, shingles."
02 42 21.37,02,EXISTING CONDITIONS,4,Door Salvage,,,,,,,,02 42 21,[],02 42 21.37 — Door Salvage
02 42 21.39,02,EXISTING CONDITIONS,4,Window Salvage,,,,,,,,02 42 21,[],02 42 21.39 — Window Salvage
02 42 21.41,02,EXISTING CONDITIONS,4,Glass Salvage,,,,,,,,02 42 21,[],02 42 21.41 — Glass Salvage
02 42 21.43,02,EXISTING CONDITIONS,4,Gypsum Board Salvage,"acoustical, plaster.",,,,,,,02 42 21,[],"02 42 21.43 — Gypsum Board Salvage Includes: acoustical, plaster."
02 42 21.45,02,EXISTING CONDITIONS,4,Ceiling Tile Salvage,,,,,,,,02 42 21,[],02 42 21.45 — Ceiling Tile Salvage
02 42 21.47,02,EXISTING CONDITIONS,4,Flooring Salvage,"carpet, underlayment, tile-carpet, granite tile, vinyl composite tile, ceramic tile, porcelain tile.",,,,,,,02 42 21,[],"02 42 21.47 — Flooring Salvage Includes: carpet, underlayment, tile-carpet, granite tile, vinyl composite tile, ceramic tile, porcelain tile."
02 42 21.49,02,EXISTING CONDITIONS,4,Paint and Coatings Salvage,"interior/exterior architectural paints, deck coatings, floor paints, elastomeric, primers, sealers, under-coaters, stains, shellacs, lacquers, varnishes, urethanes, waterproofing concrete, roof, wood sealers and repellents. Supplies, thinners, spirits, solvents, additives, tints, field and lawn paints.",,,,,,,02 42 21,[],"02 42 21.49 — Paint and Coatings Salvage Includes: interior/exterior architectural paints, deck coatings, floor paints, elastomeric, primers, sealers, under-coaters, stains, shellacs, lacquers, varnishes, urethanes, waterproofing concrete, roof, wood sealers and repellents. Supplies, thinners, spirits, solvents, additives, tints, field and lawn paints."
02 42 21.53,02,EXISTING CONDITIONS,4,Electronics Salvage,"computers and accessories, data center, office equipment, copiers, audiovisual equipment, entertainment equipment, telecommunications equipment, lab and medical equipment, batteries, UPS: uninterruptible power supplies.",,,,,,,02 42 21,[],"02 42 21.53 — Electronics Salvage Includes: computers and accessories, data center, office equipment, copiers, audiovisual equipment, entertainment equipment, telecommunications equipment, lab and medical equipment, batteries, UPS: uninterruptible power supplies."
02 42 21.55,02,EXISTING CONDITIONS,4,Appliance Salvage,"washer, dryer, dishwasher, stove, oven, microwave.",,,,,,,02 42 21,[],"02 42 21.55 — Appliance Salvage Includes: washer, dryer, dishwasher, stove, oven, microwave."
02 42 21.57,02,EXISTING CONDITIONS,4,Restaurant Equipment Salvage,,,,,,,,02 42 21,[],02 42 21.57 — Restaurant Equipment Salvage
02 42 21.59,02,EXISTING CONDITIONS,4,Toilet Room Finishings Salvage,"vanities, shower doors, hardware, partitions.",,,,,,,02 42 21,[],"02 42 21.59 — Toilet Room Finishings Salvage Includes: vanities, shower doors, hardware, partitions."
02 42 21.61,02,EXISTING CONDITIONS,4,Office Finishings Salvage,"desks, file cabinets, office furniture, cubicles, partitions, systems furniture.",,,,,,,02 42 21,[],"02 42 21.61 — Office Finishings Salvage Includes: desks, file cabinets, office furniture, cubicles, partitions, systems furniture."
02 42 21.67,02,EXISTING CONDITIONS,4,Residential Finishings Salvage,"furniture, art, rugs, framed mirrors, décor, lamps.",,,,,,,02 42 21,[],"02 42 21.67 — Residential Finishings Salvage Includes: furniture, art, rugs, framed mirrors, décor, lamps."
02 42 21.81,02,EXISTING CONDITIONS,4,Plumbing Fixture Salvage,"sinks, toilets, tubs, pipe.",,,,,,,02 42 21,[],"02 42 21.81 — Plumbing Fixture Salvage Includes: sinks, toilets, tubs, pipe."
02 42 21.83,02,EXISTING CONDITIONS,4,HVAC Salvage,working units.,,,,,,,02 42 21,[],02 42 21.83 — HVAC Salvage Includes: working units.
02 42 21.89,02,EXISTING CONDITIONS,4,Electrical Salvage,"equipment, wire transformers, boxes, panels, lighting, components, ballasts, bulbs.",,,,,,,02 42 21,[],"02 42 21.89 — Electrical Salvage Includes: equipment, wire transformers, boxes, panels, lighting, components, ballasts, bulbs."
02 42 21.91,02,EXISTING CONDITIONS,4,Yard Waste Salvage,"plant materials, trees, stone.",,,,,,,02 42 21,[],"02 42 21.91 — Yard Waste Salvage Includes: plant materials, trees, stone."
02 43 00,02,EXISTING CONDITIONS,2,Structure Moving,preparation and processes of relocating and raising structures.,,,31 43 00 for concrete raising.,,,,02 00 00,['31 43 00'],02 43 00 — Structure Moving Includes: preparation and processes of relocating and raising structures.
02 43 13,02,EXISTING CONDITIONS,3,Structure Relocation,,,,,,,,02 43 00,[],02 43 13 — Structure Relocation
02 43 13.13,02,EXISTING CONDITIONS,4,Building Relocation,,,,,,,,02 43 13,[],02 43 13.13 — Building Relocation
02 43 16,02,EXISTING CONDITIONS,3,Structure Raising,,,,,,,,02 43 00,[],02 43 16 — Structure Raising
02 43 16.13,02,EXISTING CONDITIONS,4,Building Raising,,,,,,,,02 43 16,[],02 43 16.13 — Building Raising
02 50 00,02,EXISTING CONDITIONS,2,Site Remediation,remediation technologies for contaminated sites.,,,02 24 23 for chemical sampling and analysis of soils. 02 60 00 for contaminated site material removal. 02 70 00 for water remediation. 02 80 00 for remediation of materials within structures. 31 21 00 for off-gassing mitigation.,,,,02 00 00,"['02 24 23', '02 60 00', '02 70 00', '02 80 00', '31 21 00']",02 50 00 — Site Remediation Includes: remediation technologies for contaminated sites.
02 51 00,02,EXISTING CONDITIONS,2,Physical Decontamination,soil decontamination by physical treatment processes.,,,02 52 00 for chemical decontamination. 02 53 00 for thermal decontamination. 02 54 00 for biological decontamination. 02 55 00 for remediation soil stabilization. 02 61 00 for removal and disposal of contaminated soils.,,,,02 00 00,"['02 52 00', '02 53 00', '02 54 00', '02 55 00', '02 61 00']",02 51 00 — Physical Decontamination Includes: soil decontamination by physical treatment processes.
02 51 13,02,EXISTING CONDITIONS,3,Coagulation and Flocculation Decontamination,,,,,,,,02 51 00,[],02 51 13 — Coagulation and Flocculation Decontamination
02 51 16,02,EXISTING CONDITIONS,3,Reverse-Osmosis Decontamination,,,,,,,,02 51 00,[],02 51 16 — Reverse-Osmosis Decontamination
02 51 19,02,EXISTING CONDITIONS,3,Solidification and Stabilization Decontamination,,,,,,,,02 51 00,[],02 51 19 — Solidification and Stabilization Decontamination
02 51 23,02,EXISTING CONDITIONS,3,Mechanical Filtration Decontamination,,,,,,,,02 51 00,[],02 51 23 — Mechanical Filtration Decontamination
02 51 26,02,EXISTING CONDITIONS,3,Radioactive Decontamination,,,,,,,,02 51 00,[],02 51 26 — Radioactive Decontamination
02 51 29,02,EXISTING CONDITIONS,3,Surface Cleaning Decontamination,,,,,,,,02 51 00,[],02 51 29 — Surface Cleaning Decontamination
02 51 29.13,02,EXISTING CONDITIONS,4,High-Pressure Water Cleaning Decontamination,,,,,,,,02 51 29,[],02 51 29.13 — High-Pressure Water Cleaning Decontamination
02 51 29.16,02,EXISTING CONDITIONS,4,Vacuum Sweeping Cleaning Decontamination,,,,,,,,02 51 29,[],02 51 29.16 — Vacuum Sweeping Cleaning Decontamination
